id,id,AgeGroup,Gender,CountryCode,TopGame,Subscription
4887,-8158,UGHmaJSLpn,1QD2sA1s,846,86b3zv;xGRagt;AcL6W6,-7125;-502
4888,2818,nS6PqNdIo,qF,-5532,uPprPsVy;WASPCD9K,-9145
4889,2465,KkfSeK,ENzUuIdDt,9282,9MVRZ,-8436;7511
4890,5175,Xt,KXyoMLJS,-5849,rCu;mk7,-8791
4891,-4185,la3Lgul6,uMyQ,5401,M9o3v8P3d,7464
4892,-5593,tzHXMU5o0,hlCR,-7005,B;K,4282
4893,-8435,faSIUMq7jo,SBvsZlJeL,9347,P2Xa;BJ3b;Rzwj,-703;-6047
4894,-661,JH,OEyyrNe,480,r4uuECs0m;V9fd1AZXk;Ab7gQDaoI,-8803
4895,-2376,YhbLM,muHtci,-9554,gQ3;NF7,-4936
4896,8587,0gj1ZQEJRt,VP,-3858,spndAzG;hFjZtjU;dpBFqnh,428;2136;2935
4897,-7417,ZX,teqE2XNc8p,242,j4WY,-1255;-2575
4898,2672,KEnuum6N,OQb,-6083,iI1N6U,4271;6970
4899,-7234,Uz2,B,4837,5cIT6HEu,709;-502
4900,9703,sDJMaUfh,y6uBhFd7,-268,7E,-4037
4901,7066,DH,0e1DoA,8029,HCpeWgLO5,7262;-4374
4902,-7074,VhtiC,CCKCSCZp6,66,f6Aa,-3218
4903,-940,z5Myv,5ECcm8xg9O,-5674,g9fGsDN,3342
4904,-3115,EDm57Vj,De,8646,mj32x4Mt;01p1l1n5;Dye9hrLP,-7600;278
4905,-9814,idqNTup2X,eE5,8966,75T9u3C3R7;O95XKNhisE;zuGFdWrATp,-8488
4906,-5755,bSzMmnZ,OdT,-7025,M4j2Q9N6PC;lWp8kPeiGP,-3769;-9362;-3159
4907,-342,LI,t99dz3,9238,oE7p2G2V6Q;19wy4zqj1S,7768
4908,8551,7,XcAJTBF,5379,6CEsazK,7162
4909,-909,bS5k,hOnVC,-8646,QW;gF;XT,57;4130;588
4910,4960,wWSL,cit6ntE,8969,IYJCi9m;25oMmGx;cahhlSd,2964
4911,-4427,nbX35lONn,NP2,913,HqRD;KVp0;ovDR,5761;-3558;9155
4912,6155,BX0u4,T,-7565,KFLR5V,-4985;4437
4913,5004,PUD66seNA5,TLCzJIt,-5504,RPDHgM06,-323
4914,5442,tSpHAfhAOe,LZW78E,2112,gId,-9309;436
4915,1784,efC,cjmr4F,-1947,yUpLiaCp;FQAVTbGh;QlX3aB1t,-6237;-5788
4916,1659,Jp,AEtqoENE,965,0ae9kt;nhn7RE;reqA6N,-5286;803
4917,4842,4aHt6RZ,WDBWYsC,1073,YOdXz5G;kUhOoOI;vIX8Li5,9199;-4594
4918,-6648,JuipMWQf,Z,5937,mlm9alg;MfQ2ufP,-1194
4919,-105,4kIRs,nkj,-1268,W35Rc1V;1xDgHzd,-381
4920,-1734,sQ,r0HE,7189,t0uXn9mKCU;QiKOmUjkLF,-6698;3818
4921,-5406,gTU7abcz,UhPKgcPv,-1510,g;5,2302
4922,6759,VzwVlRb,8,1216,9V2131k2E,-4862;-4552;-617
4923,-2229,Hps5viP,paJ,-5775,lDL8;U2fI;1ZGm,-4817;7695
4924,-7879,O,hh7CDD,-7230,n2o;buj,-2428;-6475
4925,9618,qUR87Zyuu,KUKL9nEf,5637,j6Uq;Tv7B,7896
4926,9676,fipkyKmqU2,gS,-6111,vnHsGnB;GrcYs3s;1gDuv8c,-9258;6973;-8214
4927,-2101,qoQzu7bm9,A8LM8cQw8,5349,pZmnNelh4z,-2441
4928,3351,SH40FA6,kS,-5189,5g,2823;-4413
4929,-4804,tSZsOCVrK,i9Ubh,7954,Jq;sE,-9447
4930,-12,8YPyZh,hhv,4771,P,-5035
4931,6022,pU,uFixVjEyU,9188,GUS;bfK;AXw,-6933;2513;-2045
4932,820,i5,9Uu4ukA,3227,jjByAX;V33iHU,-4076;6978
4933,1333,2jbOCD,tAl83oZz,9174,9BWC3D;sZmJ0D,4227
4934,3341,mxWsB78,wvX9keCu,6092,zs9Econ;IeeyzUA;cRvlANs,419
4935,-2185,KqCLg2A86,0,598,TCCpHdYQ;F79rMQOr,-4663;6282
4936,-2415,IH,oCP3,9177,TzbgOjat;9KCz7rXl,4644;6576
4937,8086,8r,JuETjhAbEj,-6157,GxFsJKlP7x,-8106;-9517;6696
4938,3884,uYip9W,kr6L,-4790,M5oV7gwtUs,5038;-797;-2162
4939,-9753,s,vqCsp,2462,6wmqXSfzQ;F02WxnJfu,2983;189;2739
4940,-2410,SJrPb,L,-5879,fIjDwAsJI;rovjXNwMB,1801
4941,-4799,kRey2,U,1998,sVrC0VtbFc,4012
4942,-9037,VLZjN2zVC,s5kL,-9381,c7dn;fkge;Bdrz,8478;-691
4943,-8440,fgW,0o5,7767,3JhrTbiH;3UOrKRMU,-9214
4944,9791,BzH,q,-8744,JjAjUAotvq;QzaqsyfsOf;KEfCSCL71n,1012;4646;-6874
4945,-5761,ai8cp,iTpDYh0J,-866,vwNrfRSiQS;lAjqRtS1CD,-5378;-8785;-9543
4946,-3082,5jXiBa,XV,-7702,DUUMv1xY;nepJ4Kax;WGTVAtFL,-4887
4947,7707,U04NEG6R,zY,1115,HAAPRp;YDHH8D;0yEnP0,7643;4703
4948,-8167,p8Tq1qe4,O4xh24LZpM,-376,EW;Qr;5l,3695;-1850;-2586
4949,-2261,XX0g,WKz,-5399,BsBA4T7F;zsqf9V3i;FU3j4WMz,-7768;-4248;-3232
4950,2061,0NnFxckk,RlNF5QcbuG,3314,I7yOa5Qu;qpD0JVIp;h1aHuCAv,9026;7017
4951,-8625,whR9Bu9OA,qUhoYduJqj,-1626,qgOB5E;vePauD,-6781;2980
4952,-6400,Y2tog8o,Jgvp2J,9138,AFPW0A;wdcOPU;uWBir2,-1500;-1503;892
4953,3306,QeO9vj9dO2,sepDN12zB,-8360,8v4ecy,-3214;6853
4954,-3334,qyi,bN61c,-3725,bj4;XsY,7131;912;-3613
4955,1093,S6K,9pMOIS,1221,d8,4395
4956,5131,V,fpv9,-9966,fJC0i;4ZWQB;Ngbjg,-7;3983
4957,4724,qVKuYh,krD1h,-2680,DCNrtkgJ,-8843
4958,1249,8xcc0,H506cgCiJt,2293,JcvitiaB;OebhkWzo;WrbSRL5P,1679;-7141;-1361
4959,5148,DHwE6TB,LNkCnshHwl,-1958,A3aFws,-4227;-8646;-546
4960,-8905,Msi0s3obU,fhXUHFFzFK,-9718,hLAZSv;SSQQTK,-5038;-5560;-3025
4961,-3363,iuWx,hqjJ8S,-2389,3fBxn1C;3QjGptT;ipXLERA,7145;5230
4962,7976,6ZX7d0,wf4aAq7rrh,-7244,U,-2759;-701;-7391
4963,-6017,0bo4VLxopV,ZH0UcXEKel,4851,G8IC,3415;-8411;-1011
4964,7310,Vvu3,sXf,-4552,sR;ca,1029;-3604;-9470
4965,-6600,MkTB,wXfQ0g,3690,Hgg4Ib70A;hKKMTKPd0;HGfbpVWWw,-2550;323
4966,541,n4t,9b,-4310,YX37B,-3011;-7788;-3005
4967,6975,cc,XfGoDs7J,-6846,X352IZ;376Muz;xm7fDJ,5768;-1767
4968,-4530,4TTrp,bQt,9861,AN9SKzCyz;6gX39EWGL,-2273
4969,2348,50or,KpYDma9IN,1667,krUcyxF;qYvF1bK;nQtOlGi,-7392
4970,-7772,QZ,LvXw6iSC,-3480,TJAeptA,416;-5574;9599
4971,-656,qCRNag5RDH,uZF7Q8,3541,Fv3YTQ;arHVbQ,-3840
4972,7364,r6c90AyhOM,D1g,-6660,sKziZWe;rnd25X5,-9231;1792;4589
4973,-3205,btQZ,yLi4Z,1626,cMnG,5724;-8481
4974,-330,9lAfmRfT,gVh3gl0A,4533,tM;bd;47,180;-4642;-1064
4975,9385,drslcr,3l6kPy,3275,jVQ,-1217;9743
4976,4958,Heu,ZUbZeN6LL,9337,4Lai2;iKiDX;zXB0l,-768
4977,4804,Er1bqTaW,PoRm68MwCg,-7935,SbYlRWJ;NK1GEc3;LXFyVGd,-8978;9968;8236
4978,-7248,jVL1a2nsyt,VG8BZ8,3862,oIEh,3752;-9978;7485
4979,-3069,tzjriK,6uZnC,-9553,AO8LkYch7,-4336;6823;-7989
4980,919,hKy,mMRo7Mj,8387,TJaAHclG;JvLBkNbL;bacR413H,-6446
4981,-5446,qSCnV5YoLl,xbmU1,-1084,KHmUB,-6239
4982,2323,nyVQI7,kJrM,-5943,Xpi9GuQGkg;3UsuRwaaWz;WwGVMCOtTK,-7994
4983,-2151,UVbsN3,DryKZG,2482,Nhi;2aU,6415;-7131
4984,-6733,kvB8z3i12Y,8li6,6907,3Hsfn7CLt;uo3i5rQsZ,8020
4985,-6279,gCM,RqAh5KX5,3649,pp;3I;XN,7469;-299
4986,-7045,ghvY3q,U12s,5924,F;d,5716
4987,-4901,p,xlJnql,-6867,VyOIL;N5DmD;I7ff8,8452;-955;4180
4988,3110,geE,cwP6DWoa,5975,3JkNXKg,4668
4989,480,WwvXQs,rsLG,-4689,otJsLtIDk;nbwfiIhi2,3570
4990,-9340,bdU2Q85,AN,5322,X3aKPZ;9Dhy5K;VbATIi,7877;2683;-4012
4991,-6488,Hh,6t3Ib,1336,Zv8Nf;GwoJW,-8230;5483
4992,9043,87F,Ty9KbD,7955,C2dVTLPZ,9407;4930
4993,1591,MQSfS,E8vpdBPW,-6842,FBf;yfV;2bx,1930;6127
4994,9003,jPuQN2tt,GhEl,-1165,Sl;yY,933;5922;6097
4995,-7261,SEge7,Ni4,8714,G3Ploc,6428;-7397
4996,-3346,HSX,y8uIUBKC,-53,IkM5R;GNzZB;HITpU,-2469;-2297;-6172
4997,5763,yF,LousM0f9pq,-9473,2QqX;IzYq,-3612;-2087;-139
4998,9146,rUGvRX,2H5,-3874,IR;ut;XT,5385;3593
4999,8339,ifkE3Li7T,AjJeW2kDWT,3507,7i043J;KrCcJf,9958;9745
5000,8167,u,nQyyY,-1354,iAuVo;BBItQ;VrWlz,2374
5001,7149,2WJBGCTJ4h,w5Uvl,4982,ulbPM,-5167
5002,-9076,A3,s,1417,kN;eO,4646;7977;-9836
5003,-7307,f3Q3B,DRyalUMfG,6324,RA1hNMtA,808;1720;-7978
5004,-197,RINvBoV,0l20sHGa,419,ZZlCFNOI,-1765;-3385;5149
5005,-8382,lana7i0Zg,ryLIus,-7921,kVIrpNy,-271
5006,-3837,q9KJjV,Jzqn,6294,MCrJT;fvgB0;HaZ25,9901;-6242
5007,-1772,U2YV2Vhg,5Xz6NUbt,4893,f9IL,5200;-2798;2936
5008,4065,2AJa2,Bv,-9198,tt,4029;4908;1277
5009,-4152,99,wPwl6MYezk,2353,jN2IfE3CiD;K4MD1P6Xzh,8399;7542
5010,-7382,ORwoTMV6,qJcZg9F,-2767,gTJ4;lYH5;KA0m,-1344
5011,9242,V2cG,aI,4121,QGCSDylh;GeX4oRBL;yv8CxAM6,9677;6427
5012,7276,xG,pLqQQMV,-392,bG;md;bb,5926;8787
5013,133,kueIwFTN,Z,1349,dDH8mEcM;hcw7tPSk,5597;3013;-2967
5014,-5777,v4rbjyDxtd,YpyQq1Bc1,8113,w;L;T,-6763;-1701;1245
5015,7010,ogWwH,nmV5YZ8i9,-1358,tvnU30hi;4Lm5FQGz,1867;-9317;-2867
5016,3241,ubc1Bkf8I,m,-3168,NRMXtXOKj,8029;-8856;-7862
5017,-3191,t1Mcz,5,-3724,GFX7WMX,-8305
5018,-662,4rIDv,x1Q,71,a;P;F,-2676;5193
5019,2153,8Dt39Xwo,sc,-7049,P;B;c,4667;-5752;-2697
5020,-4803,BW7,bNXWH7bNbu,3228,me5Ci2Jq,6740
5021,2536,v,qr5,9627,Qgc8eMZ;umBVAgF,3083
5022,9880,EgHehJYxRU,AzxNZ,9804,OclL;xBh9;wgZ7,5375;-7316
5023,-8559,NPxG,VR8TwCLKq,-5962,2x4wez6,3226;-9034;340
5024,-3095,Cpya9sEvWL,Fm1wwsbH,-5131,W;D,153
5025,5860,Gxrvk8b9r,pEp7f142,-6050,YEFAkP;07xvL5,-5643
5026,-3773,xTd,p,6936,JhhLXELLL,9470
5027,-4571,PL8ey,LB,-4258,VnG2uThtJ;H98ekO82F,1571;-7643;-6292
5028,9910,Yz,StCJIs,-3192,YhIbtb0;3SK7IyA;77WwNES,-1547;-6152
5029,2032,Mf,IkLJ,-4057,qGnIcPYukY;5TMLOBnNba,6486
5030,-5826,TVlSBu,CuBlD2Ete,-962,AXUpgWSYSk;NwHFGh9CIJ,1231;5462
5031,6217,Rfa,6YLi3LHBa,5619,jrxdtK,3960
5032,4990,L1lst,9,9231,HikLSY,941
5033,-1882,8Rn9yQMDO,c4PYV,6833,9ve,-9632;5685;6084
5034,-2995,ufJH1tUy,vM0x,-1078,ny6X5M;rdf4ng;SThGhc,-1542
5035,7048,DN,JbEoK9Nf5Y,-697,4kFCrMVu,6585
5036,8121,I7m,KQCBOCrTgk,-7507,XLhxJrQr,5388;9556
5037,6531,it0ldo,H0liAcW,-3499,fk9uwHME;7OvGzAaZ,-2489;-8574;148
5038,-4119,CKzgK9,Ft1Kq,-5160,1u4kwc8,4222;3024;-5183
5039,1554,Pn9W,qJ0Pjly,-3219,tH5Jr7u4G;lWQzI559S;aF7OqwEqs,5560;-2020
5040,-3069,7B,XyV,-4424,bVwv9L0;T7zeHXE;CEOM9TH,-8338
5041,-5680,k,YU,-7842,zktjsW4NR;KXzQxR3lZ,8284
5042,2987,FY8,BK8UztthH2,7778,q;s,6607
5043,-8513,Z,hNUId,-1005,X;Q;3,-4608
5044,1547,khY,RQAHgam,9283,CFHlfvp;PINoGX6,-9417;8433
5045,-1676,Uytj,xjW596rsj,2574,mo;li,4010
5046,-8515,BlFkgEPZf,v,-3859,EkAsxROF;DAVnpqQZ;0LIwTv4z,5680;1994
5047,904,rtuP3YOIK,2oLwM,7736,xDXbQg;OjnTh5,-5700;-120;3082
5048,-5245,pyHj,lImXve5,4793,pDsH,-5541;-7760
5049,6601,YuWalMzE,0Ilh,4170,Xh9xfx2q,-8217;3976;9258
5050,-1682,mZb,WQXfIaPhuh,-681,bf7;Wvl;8GW,-2560
5051,-5594,8Q,8xjXrXLv,-1842,r0G,6650;-195;6797
5052,4615,2AAC,XBQno6RZio,-2175,vEPIerXB0C;A62pxotmqF;9NJataGbzo,-367;-1901;-5430
5053,-1652,Zz,0d,-8877,OA4Jy8Ka;bqTwDxpC;r0qJZDgR,-8178;1148;9372
5054,-5911,JET1ej1,b8b95knrg,-9465,aZCENZN9Ti;IpIQifuQfx;v3xbTJX9Zd,1014;-7080
5055,-7836,FP,T,-1360,Pmg,5925;-793;-6737
5056,7798,HfPNOq2kvQ,3zumuWHk,2493,JmtrIEd9;JuryLylR,-4622;-6827
5057,4394,znnCIfy,MWyoy6pKtg,8817,IpoSIkwk;0JsMv6Ts;h8xTa6Uh,6006;-8242;5612
5058,-6969,ARWv5,jPQYyCEu,2260,4h2EiqBKD;dCMhWJrHd,8772;-2546;-2350
5059,-1564,IfYIIt,3Lf4dMIj3K,-9068,9JE,-6210;-2184
5060,-4284,aa4oI0CG,fETM9dfl7U,-8903,e4O,6689;-8267;8702
5061,9977,B,uhwfrNUf8,-5482,zSIZhuXp;F6ansQAg;D10Cu20c,-8602;3439
5062,9143,L,wVvNTKx,-3065,Gsxe,9636
5063,1624,7,BYbOhQvQ6m,8695,VOWgH;soVFH,-8366
5064,8955,kcGLoS,8cs,-8404,c;H,-3901;-5844
5065,-4020,6R70DNLJLQ,V5jf,6910,ZE6Vg,-1638;-2771
5066,4215,3hPDueXB9,4v85ATFbP,5422,f;T;m,170;7951;-8121
5067,-9104,pfmJMxnqm,aH,4141,Ljonchw,-3439;4921
5068,-8324,NcgDSkA,gIoP7e,7483,VBKhD;j4id6,8055
5069,-8338,tZ,FnL6a,-4518,f,8696;3527
5070,-1413,1,WTSFsuBkAv,-1784,T;q,-6126
5071,5638,H9H0gHo3,5zdA5,-4047,kZRf;Fygz,8924
5072,-16,feligI,ko,7545,lejJnu;rIE8vr;9wt0as,-5332;-9694
5073,195,2wi,mUHlTA38Fy,5727,lHR;2Sl;4ht,-372;5190
5074,4182,FVb2LCm,ejLpX,9894,6Xn,604;2729;-5953
5075,-3911,xPYh,D27zpzpX0e,-3480,OTcow6QRg,8606;3806
5076,-5787,S0T,8CZ,9269,RG;CD,-2322;-5793;1403
5077,-5246,JggCd7,2n,4724,uHjxLh;TN5IpW;Pc0JG6,-6602
5078,8331,Gz,e,8410,lwv6;LX8B;3ZDY,-1632;-5805;-9342
5079,-1445,WPUO6Fsz,u0HXVI3Ut8,5487,1y9uy;e3tLO,-3761;3975
5080,-2665,eHFMsz,zqTvs,5822,D3EKVPSEJ,8796;-5759;6620
5081,9548,OKm5aVY,zQxKxp5Sc,6260,Exp6Rpuwfs;bVeaAZbeOt;NXuyqQsuKg,-5743
5082,-5383,vHt3BL3nj,6GeOFK,4536,0EMlLfZS;yCzdElrt;840rT704,4791
5083,4049,YiNV2,yc,7766,ZwFY;FYEu,4633;7077
5084,9001,fN,uew,5038,9MMQ6ai,-1195
5085,8044,p4Zq,aL9A5,1260,AxYRWP5;sZNKQEd;NoJBIIA,-1765;-5798
5086,-2697,vB01,Mb,-2783,g33;2Vx,-9269;8751
5087,9744,EyR7ugm,uOSPQdc,-6753,EdBrP;t5X2A,1068;-4354
5088,5209,iGrlDL77Z5,c,8171,e;f;g,-1903;-4614
5089,4799,G,Zq6VfaQMuK,-2344,vnM,500
5090,6474,80gHy,pmEulkR,-8091,f;x,4906
5091,5511,W652frR,JA1IZxxal,-4103,B;K,5208;-3780
5092,7980,t9C,eFO,5245,chwlVmW;LQwdCYN;4nj2PB9,-7399;1407;-5742
5093,-8205,skv,UPAHy,-4598,s3T2NJ;CMywuQ,-7795;-3318;3464
5094,-5451,Ca1FUtg,I1Jd,-5500,iEX;ugj;ndI,2923
5095,-1304,h,7YzG77D,1230,rG,-4520;-1959;6192
5096,-122,Dcdyqtbn1,9U4xkaVZI,-2358,Hnys0NOm,6085
5097,4131,57ILCu9Y,sHAj,1303,3,4161;-8144;3424
5098,8492,gyVEeHqze,8x8o4bXSx,-6489,AM1F,-8641;-8112;4173
5099,-8323,MDKXz9kLy1,PZXfowE,8145,NTPbgt13,8812
5100,4325,iUIs,Q,6230,x0YE6z,-2498
5101,-6654,4TKbo8,dC8wUWDX,8259,iJ0VL09x;0ME4P2UR;MdBV5Kgu,-4334;4319
5102,4841,YeME,URXiXF,-202,ze2b4p7Fic;FQJ6A8U7P4,-2655;5467
5103,6414,ToQT54XV,L,9344,r1Ehgadv4;abhEaHhTi;SVTn3aiZ7,5146
5104,5478,V1TexVR9K,sJXh2nynJS,9932,XjewIP2dO,305
5105,-7616,aFBo,ABL8resGz,3807,Cy3;DgP,-4678;4124
5106,7081,KuW5RAsjV,oS,8834,yqVARDlugP;yHs4K5yV57,-6709;7225
5107,-2789,2K5O3,0RQHJ1Jm,8527,g5imhCR,-1472
5108,-8413,ftzX3q,E,22,q7IsHb;gZD1l6,-8912;-3322
5109,4730,4X4036x0,h8e,-4931,PfhmG,9407
5110,5539,yYkVrq,xum8feVJ,6426,yOJ,-4533
5111,-5899,sb0UfXT79p,lEeMx,31,xLZx;FFxZ;vi0p,9845
5112,-4257,wLU5LJpX,TmqqVjqoSA,-5544,C,5275
5113,-7015,Ov,R0rNo,1762,VzzPDv,-8164;9743
5114,5146,zxeAHDL,2VafLY5,7394,2GA5fQT9wc,-8555;-3723
5115,-7985,9yca,X5,-7724,g6fmSfe;D9lyaSj;uEw4vI8,-5619;-6617
5116,9042,v,ac,2455,Lq;nS;G9,8115;6125;-2729
5117,-2857,pV8jUk0,7sscn5Lva,8968,29tU;AUNi;xNzy,-9295
5118,-5085,L,ZUB,-2350,q,7073
5119,6572,Fvbw6or0,k,6396,0Q25i1Fryb;cC9aX9wCy8;NFfCZMQFdO,-8755;3612
5120,-6027,Aq5QkYGPB,9jznqH89JK,3013,Px2kpYp,1630
5121,6493,rMhr7i6,H,4922,76A;FE7,2573;5900;4260
5122,-2543,N,Fo1Su7,-6314,nNOS1S1;VYjcmTq;8oyNaM4,3642;-4116
5123,-8137,V10seKR,ef,-8976,l,-3885
5124,5554,I9r4FoWS,chn4,3581,5q5rqkGPHk;D6FVd2yBy3,5836;9763
5125,-4957,M3xj,uwHBQuk,-8622,8Ww,-6376;6958
5126,-3846,KnIApg5No,ouIm,8336,G;G;7,5979;-4067
5127,-6913,YjCJL,O5I8sO4qP,1841,z;r;s,-8418;406
5128,9687,S,orqi7JWnnI,-6078,quRdt;vGh6M;g08My,-4255;3984;-7577
5129,6024,1RbGDTp2W,Kg2uJmHl,6898,c;g;Y,7362;-8230;785
5130,476,72gH1HHpj,cfuHW33ML,-939,7dS;fFf;ThO,-3417;-3124;-1572
5131,-404,L3Lp,1j8b,-444,YY,-4515;9687
5132,-9977,HYWojBNRnm,nzLuUkdg,-3268,pCRZsN0gAc;OdRnl35v6q,-8622
5133,2876,5ATFZuEBA,Dg6zL9,-2874,VZSGi;aA412;4dJYq,6461
5134,760,DdPRdA,VHKIGg,4848,1m65qbSF,-5213;2905
5135,8828,VjKI3tXV,l,7927,jzSu;oWW6,-5984;-9496;6385
5136,-5235,m5ilzXW,9YMJzH8,5999,35f,1941
5137,3388,I1,VYN,2982,sgn;EpE;Eqd,-1364;486;3451
5138,1690,HnvU7U5iQ,rSrpJFcRu,1730,fzihKMZ;QqCBhel;8axa8we,7864;-2098;-501
5139,32,H,WwdwZAl,-3100,9XS,2149
5140,-4254,4pRQi,2ytAv,5854,0cTdqR;tPzEKR,8337;-2327
5141,7828,L0YBweWRrc,0U52ggdG,1058,54ueu3;Viw0Yi;xN9kEd,-1390;3402
5142,-7222,Wi,dFsdTA,5827,qrmEq;loz5s;VzVCS,3116;-9616
5143,4521,q,avVD,-7426,zLFj;Oqdy;Q7Dn,1379;4351
5144,8904,bkZ,Xy,1106,QIv;cDf;jf4,5240;1521;3135
5145,-7269,I0NN1,VCtA,-6183,EuZ,2810;-4403
5146,-1223,TCKauDWAwm,MuSTG9N,-347,EG;1A,8488;7274
5147,-6814,vf,t,-3912,Vk6zEps;wU0um52;8i1vJuG,-207;7155
5148,-8931,nJZlP3O,0,1756,Es;1Z;K5,68;6727
5149,4632,SvjPj8,y,3244,e0iF70We;rdpXpZD9,3186
5150,-8313,RClu7,pvIS,3090,LNYNws6cK;8mIUlqPnO,-5313
5151,1022,FpoUTi,e,3363,CLv3p6Da;sF1G5CLw;BrmsGslV,6910;-3622;-1877
5152,-9042,dT97n,9,-4018,8aLu;cV5s,9947;-8626
5153,9927,gHE1my4U5,X,-8245,JpTTk;n4zvY,3857;3746
5154,8543,rFP0,3V,7108,w;o;O,3634;8214;-3928
5155,763,oM0QX,WQ,3347,s;G,-71
5156,-9161,P,HbFafz,-2764,cgu;kDl,-5894
5157,-6609,Edfzm3OU1x,AeGutf,-1365,A4bkIJG;rvl2Ay5;bZpIPNS,-3153
5158,4653,k12tab,eajZmp,7650,dsS;dYp;gkf,-3809;678;3700
5159,-773,cU85R6jftX,3vSEQLo,7963,Vc;rL;fO,2389;2135
5160,7467,uGtYo6snUP,WezuXy6MtO,-974,AJrYrM4FWj;uP2Mo3dSFt;b2fvyG9pKI,9386
5161,3648,I,sqxokEZS,7380,6ny;sna;UBG,3308;-8790
5162,2557,vux1BT,w8Am,1911,VO0,-3556;-4689;-8495
5163,4864,WvEKZJGm,xllE,5607,l9Z4;Dww2;i1ll,-5241
5164,530,fU,jWMm5XA,-1678,sfdbj0Y;H4Ygxi8;qb5ldSu,8885;1393
5165,-1055,FLPsduY,eUUDh,5493,ZHwmNDS,8359
5166,1622,ZBPRU,HKiFC,-9872,P60Lnj9k,-5972;6214
5167,-297,NdTyG,MviB,-2236,udFs1fyYwz;85MN6Rgo4c;lcKLsjkx5X,-456;-4557;-3568
5168,8052,quHj,xWq3sL0,5303,QUoPt7BMH,6402;-2030
5169,-127,aZY88hEL,P,6211,I,-3166;3410;-239
5170,-5929,shW7TJ,lMH9NBE,-9288,86tO0GJLSE;c2GoSJVPQ7,-5918;-375;-27
5171,-5389,w3dVC,UAYQKFG,-4244,j8qoYT;vennWQ,-6662;139;-8040
5172,-3319,Rvl,MOFN0qQ5f,-2798,8YoPNL,-1947;-7001
5173,-335,rom7fboBM,b6u61Ei,-4924,jVmq2zfq;9vQ7hWVf;4sAUO6nq,2078;-8035;-3385
5174,-2678,9vQYi,kjuNX1,-8185,gB9G21Wy;SYnwZ6Uw;P5jcziyc,-4068;-515;3657
5175,1150,n5yxqHYXZ,gQxw6FSf,-3624,5JdbH0vDsE;G2oz57D0Gf,-2434;5416
5176,-2006,AJXy,UD334C,3954,c;M,8718;786
5177,-3059,K6R,4g8GokTR,9483,zZh6h,-562;2945
5178,7594,dpP,YVvHq1GJQP,5484,SvXwipezP;VR4ei5xkk,-3996
5179,1153,k7xYeXfAn,Um7ulr,2046,EQhnODq;IVpmvbV,-4345
5180,-9760,aFbjAHFaDQ,V4Aa,-7136,Np;tr;H7,-2071;6918;9652
5181,-4007,s5ARD1uF,YwV,-2264,a8bUU0HPGR;NO9mD4bC5U,738;-4428;-9158
5182,6049,wJWN,KeM4nFd4e,4498,xeung;hTws3,-9853;-1540
5183,7829,fvNUIp7Ufq,eWLTPEGE,5352,kctzjdG;lFKpcjL,-3537;2309;1129
5184,4175,tP9c4K,iiF9sQ4,-4798,Dej;7Lb;we9,-5030;-5987;-7059
5185,-8339,F18h,7W,-1241,YnW;GR3;5W3,-1758
5186,3610,v9Mhzsab,D0se41DBrP,-1026,GQ;xb,1322;-387
5187,-8832,oUIRwGwxc,d77N5g1,6872,uutBESgrt,-6768;-9510
5188,6577,rMX7ny2Z,OOEg,-7055,uL718,5008;8332
5189,7415,FjqThVBpo,f6i,-707,Pfs;q1n;89U,8518;-5113;2948
5190,453,TmF6rUoU,pRIP810,7992,BV,9060
5191,-1372,w,e,8119,RQtzNGZ;ZmMDI05,3087;7619
5192,-1380,2p,Guw,3980,a;G,-2390;-496;-2919
5193,5737,TeXKubJ,1BF3kdoJ,-144,hue,-5956
5194,-349,HBkUi0,cZJ6EPQn,-7982,R1XMp,-3750;6405
5195,-6289,uBZX8i1m,jrgFAAP,-8144,hzsTOl;DvQ224,8506
5196,-2586,UvXA,E4,1184,o6;BL;AL,-7325;-7463;5864
5197,9282,Ep,HTNu,4369,yI4iXqLHD,8508
5198,-9653,fJ5j,ewoWcbNfs,-4319,dA,-4196
5199,-6669,SMHsF,bsB1,-5132,FC8sQBlyKT,-8287;7765
5200,1316,121A0,7GdlDfsJ,-3669,X;j;6,-8491
5201,-6699,gmSvtQt0,pXNUGQxd,-1414,Wu;Cj,5112;8390
5202,-4302,BZN3YJD,4l,-3399,DF;xQ;UY,9947
5203,-4741,yUQicy,DlTrGVFJ,-395,Q9EcaxC,-7875;-9155;2559
5204,-9666,t8Whlwz,LbFcJ,-6612,3Vbm;KNg1,9279;2043;-117
5205,4463,Fdcz8yh,7itPHu7B,8983,eT;ym;rh,-6953;-8736;3112
5206,-1767,Lq4vEg,2m,-5321,iLCVJp4,-1135;2975
5207,9920,j4YKcwKT,J,-5066,8D60;9Vmu;lGSW,1032
5208,-8619,o6TJa,wIN,9513,mYrhPZ;hjSviP,-7422;-8040;-1903
5209,-1822,ZVEPK,S7KU,9415,Amqst,4726;8497
5210,1584,4,J1Jg3,8930,03mxStn;MxOZMWk;I43bLry,-127;865;-6732
5211,-8942,0628,K5Qb3,-5901,Kcq4ibGEaj;8BZJNvaGjm;s1EkqozNbO,6899;-6045
5212,-1547,sNOId5,aTMr8lE,-1878,mGKENt;zwflS6;m6oaly,-8112
5213,1733,mKr5AkN,nKntr,428,pq4NtAYMt;XQgpsDhUZ;rcl9EaVOw,7782;-4401
